candidate,county,district,office,party,votes
Jennifer Stewart,Muskingum,94,State Representative,Democratic,16674
John Domenick,Belmont,95,State Representative,Democratic,13986
John Domenick,Jefferson,95,State Representative,Democratic,24510
Daniel Jenkins,Belmont,95,State Representative,Republican,2842
Daniel Jenkins,Jefferson,95,State Representative,Republican,9622
Dallas Charton,Belmont,96,State Representative,Independent,63
Dallas Charton,Harrison,96,State Representative,Independent,5
Dallas Charton,Tuscarawas,96,State Representative,Independent,0
Allan Sayre,Belmont,96,State Representative,Democratic,10377
Allan Sayre,Harrison,96,State Representative,Democratic,5800
Allan Sayre,Tuscarawas,96,State Representative,Democratic,27192
Luke Brewer,Ashland,97,State Representative,Democratic,6336
Luke Brewer,Holmes,97,State Representative,Democratic,3540
Luke Brewer,Medina,97,State Representative,Democratic,7904
Dave Hall,Ashland,97,State Representative,Republican,10248
Dave Hall,Holmes,97,State Representative,Republican,7000
Dave Hall,Medina,97,State Representative,Republican,10419
Matthew Dolan,Cuyahoga,98,State Representative,Republican,6789
Matthew Dolan,Geauga,98,State Representative,Republican,36017
Deborah Newcomb,Ashtabula,99,State Representative,Democratic,24469
Deborah Newcomb,Trumbull,99,State Representative,Democratic,1223
Tom Nizen,Ashtabula,99,State Representative,Republican,18315
Tom Nizen,Trumbull,99,State Representative,Republican,1062
Steve Chabot,Butler,01,US Representative,Republican,9457
Steve Chabot,Hamilton,01,US Representative,Republican,131226
Steve Driehaus,Butler,01,US Representative,Democratic,3542
Steve Driehaus,Hamilton,01,US Representative,Democratic,151913
Rich Stevenson,Butler,01,US Representative,Independent,0
Rich Stevenson,Hamilton,01,US Representative,Independent,67
Eric Wilson,Butler,01,US Representative,Independent,0
Eric Wilson,Hamilton,01,US Representative,Independent,85
James Condit,Adams,02,US Representative,Independent,0
James Condit,Brown,02,US Representative,Independent,0
James Condit,Clermont,02,US Representative,Independent,7
James Condit,Hamilton,02,US Representative,Independent,19
James Condit,Pike,02,US Representative,Independent,4
James Condit,Scioto,02,US Representative,Independent,0
James Condit,Warren,02,US Representative,Independent,0
David Krikorian,Adams,02,US Representative,Independent,1860
David Krikorian,Brown,02,US Representative,Independent,5940
David Krikorian,Clermont,02,US Representative,Independent,19104
David Krikorian,Hamilton,02,US Representative,Independent,22511
David Krikorian,Pike,02,US Representative,Independent,753
David Krikorian,Scioto,02,US Representative,Independent,790
David Krikorian,Warren,02,US Representative,Independent,7752
Jean Schmidt,Adams,02,US Representative,Republican,5462
Jean Schmidt,Brown,02,US Representative,Republican,7782
Jean Schmidt,Clermont,02,US Representative,Republican,44955
Jean Schmidt,Hamilton,02,US Representative,Republican,53051
Jean Schmidt,Pike,02,US Representative,Republican,4579
Jean Schmidt,Scioto,02,US Representative,Republican,6652
Jean Schmidt,Warren,02,US Representative,Republican,26190
Victoria Wulsin,Adams,02,US Representative,Democratic,3804
Victoria Wulsin,Brown,02,US Representative,Democratic,6144
Victoria Wulsin,Clermont,02,US Representative,Democratic,28688
Victoria Wulsin,Hamilton,02,US Representative,Democratic,54004
Victoria Wulsin,Pike,02,US Representative,Democratic,6348
Victoria Wulsin,Scioto,02,US Representative,Democratic,10043
Victoria Wulsin,Warren,02,US Representative,Democratic,15182
Jane Mitakides,Clinton,03,US Representative,Democratic,5183
Jane Mitakides,Highland,03,US Representative,Democratic,6074
Jane Mitakides,Montgomery,03,US Representative,Democratic,91294
Jane Mitakides,Warren,03,US Representative,Democratic,13425
Mike Turner,Clinton,03,US Representative,Republican,13374
Mike Turner,Highland,03,US Representative,Republican,12227
Mike Turner,Montgomery,03,US Representative,Republican,136519
Mike Turner,Warren,03,US Representative,Republican,38084
Mike Carroll,Allen,04,US Representative,Democratic,15841
Mike Carroll,Auglaize,04,US Representative,Democratic,5779
Mike Carroll,Champaign,04,US Representative,Democratic,5758
Mike Carroll,Hancock,04,US Representative,Democratic,10578
Mike Carroll,Hardin,04,US Representative,Democratic,4046
Mike Carroll,Logan,04,US Representative,Democratic,6555
Mike Carroll,Marion,04,US Representative,Democratic,12018
Mike Carroll,Morrow,04,US Representative,Democratic,5936
Mike Carroll,Richland,04,US Representative,Democratic,25248
Mike Carroll,Shelby,04,US Representative,Democratic,5919
Mike Carroll,Wyandot,04,US Representative,Democratic,1821
Jim Jordan,Allen,04,US Representative,Republican,33196
Jim Jordan,Auglaize,04,US Representative,Republican,17189
Jim Jordan,Champaign,04,US Representative,Republican,12632
Jim Jordan,Hancock,04,US Representative,Republican,23658
Jim Jordan,Hardin,04,US Representative,Republican,8245
Jim Jordan,Logan,04,US Representative,Republican,14686
Jim Jordan,Marion,04,US Representative,Republican,14997
Jim Jordan,Morrow,04,US Representative,Republican,9357
Jim Jordan,Richland,04,US Representative,Republican,31437
Jim Jordan,Shelby,04,US Representative,Republican,17117
Jim Jordan,Wyandot,04,US Representative,Republican,3640
Bob Latta,Ashland,05,US Representative,Republican,3266
Bob Latta,Crawford,05,US Representative,Republican,11732
Bob Latta,Defiance,05,US Representative,Republican,11872
Bob Latta,Fulton,05,US Representative,Republican,13412
Bob Latta,Henry,05,US Representative,Republican,10016
Bob Latta,Huron,05,US Representative,Republican,13124
Bob Latta,Lucas,05,US Representative,Republican,5977
Bob Latta,Mercer,05,US Representative,Republican,3422
Bob Latta,Paulding,05,US Representative,Republican,5819
Bob Latta,Putnam,05,US Representative,Republican,13963
Bob Latta,Sandusky,05,US Representative,Republican,17430
Bob Latta,Seneca,05,US Representative,Republican,16431
Bob Latta,Van Wert,05,US Representative,Republican,10020
Bob Latta,Williams,05,US Representative,Republican,11503
Bob Latta,Wood,05,US Representative,Republican,37667
Bob Latta,Wyandot,05,US Representative,Republican,3251
George Mays,Ashland,05,US Representative,Democratic,2093
George Mays,Crawford,05,US Representative,Democratic,7609
George Mays,Defiance,05,US Representative,Democratic,6441
George Mays,Fulton,05,US Representative,Democratic,6938
George Mays,Henry,05,US Representative,Democratic,4115
George Mays,Huron,05,US Representative,Democratic,10127
George Mays,Lucas,05,US Representative,Democratic,3412
George Mays,Mercer,05,US Representative,Democratic,1315
George Mays,Paulding,05,US Representative,Democratic,3516
George Mays,Putnam,05,US Representative,Democratic,3965
George Mays,Sandusky,05,US Representative,Democratic,11705
George Mays,Seneca,05,US Representative,Democratic,9909
George Mays,Van Wert,05,US Representative,Democratic,4077
George Mays,Williams,05,US Representative,Democratic,5899
George Mays,Wood,05,US Representative,Democratic,23108
George Mays,Wyandot,05,US Representative,Democratic,1611
Dennis Spisak,Athens,06,US Representative,Green,2065
Dennis Spisak,Belmont,06,US Representative,Green,706
Dennis Spisak,Columbiana,06,US Representative,Green,2637
Dennis Spisak,Gallia,06,US Representative,Green,428
Dennis Spisak,Jefferson,06,US Representative,Green,1186
Dennis Spisak,Lawrence,06,US Representative,Green,832
Dennis Spisak,Mahoning,06,US Representative,Green,3409
Dennis Spisak,Meigs,06,US Representative,Green,441
Dennis Spisak,Monroe,06,US Representative,Green,194
Dennis Spisak,Noble,06,US Representative,Green,284
Dennis Spisak,Scioto,06,US Representative,Green,316
Dennis Spisak,Washington,06,US Representative,Green,1314
Richard Stobbs,Athens,06,US Representative,Republican,5623
Richard Stobbs,Belmont,06,US Representative,Republican,5401
Richard Stobbs,Columbiana,06,US Representative,Republican,15391
Richard Stobbs,Gallia,06,US Representative,Republican,5305
Richard Stobbs,Jefferson,06,US Representative,Republican,9087
Richard Stobbs,Lawrence,06,US Representative,Republican,10473
Richard Stobbs,Mahoning,06,US Representative,Republican,16603
Richard Stobbs,Meigs,06,US Representative,Republican,4274
Richard Stobbs,Monroe,06,US Representative,Republican,1462
Richard Stobbs,Noble,06,US Representative,Republican,2100
Richard Stobbs,Scioto,06,US Representative,Republican,5615
Richard Stobbs,Washington,06,US Representative,Republican,11634
Charlie Wilson,Athens,06,US Representative,Democratic,13479
Charlie Wilson,Belmont,06,US Representative,Democratic,18412
Charlie Wilson,Columbiana,06,US Representative,Democratic,28947
Charlie Wilson,Gallia,06,US Representative,Democratic,6289
Charlie Wilson,Jefferson,06,US Representative,Democratic,24504
Charlie Wilson,Lawrence,06,US Representative,Democratic,14527
Charlie Wilson,Mahoning,06,US Representative,Democratic,33675
Charlie Wilson,Meigs,06,US Representative,Democratic,4934
Charlie Wilson,Monroe,06,US Representative,Democratic,5212
Charlie Wilson,Noble,06,US Representative,Democratic,3434
Charlie Wilson,Scioto,06,US Representative,Democratic,7705
Charlie Wilson,Washington,06,US Representative,Democratic,15212
Steve Austria,Clark,07,US Representative,Republican,35995
Steve Austria,Fairfield,07,US Representative,Republican,41727
Steve Austria,Fayette,07,US Representative,Republican,7047
Steve Austria,Franklin,07,US Representative,Republican,15991
Steve Austria,Greene,07,US Representative,Republican,51090
Steve Austria,Perry,07,US Representative,Republican,7455
Steve Austria,Pickaway,07,US Representative,Republican,13321
Steve Austria,Ross,07,US Representative,Republican,2289
Sharen Neuhardt,Clark,07,US Representative,Democratic,28623
Sharen Neuhardt,Fairfield,07,US Representative,Democratic,25207
Sharen Neuhardt,Fayette,07,US Representative,Democratic,3857
Sharen Neuhardt,Franklin,07,US Representative,Democratic,23129
Sharen Neuhardt,Greene,07,US Representative,Democratic,27479
Sharen Neuhardt,Perry,07,US Representative,Democratic,6820
Sharen Neuhardt,Pickaway,07,US Representative,Democratic,8654
Sharen Neuhardt,Ross,07,US Representative,Democratic,1778
John Boehner,Butler,08,US Representative,Republican,99382
John Boehner,Darke,08,US Representative,Republican,19069
John Boehner,Mercer,08,US Representative,Republican,12669
John Boehner,Miami,08,US Representative,Republican,35927
John Boehner,Montgomery,08,US Representative,Republican,20619
John Boehner,Preble,08,US Representative,Republican,14397
Nicholas von Stein,Butler,08,US Representative,Democratic,50644
Nicholas von Stein,Darke,08,US Representative,Democratic,5597
Nicholas von Stein,Mercer,08,US Representative,Democratic,3241
Nicholas von Stein,Miami,08,US Representative,Democratic,13782
Nicholas von Stein,Montgomery,08,US Representative,Democratic,16332
Nicholas von Stein,Preble,08,US Representative,Democratic,5914
Marcy Kaptur,Erie,09,US Representative,Democratic,27219
Marcy Kaptur,Lorain,09,US Representative,Democratic,23026
Marcy Kaptur,Lucas,09,US Representative,Democratic,156452
Marcy Kaptur,Ottawa,09,US Representative,Democratic,15357
Bradley Leavitt,Erie,09,US Representative,Republican,12105
Bradley Leavitt,Lorain,09,US Representative,Republican,12465
Bradley Leavitt,Lucas,09,US Representative,Republican,44604
Bradley Leavitt,Ottawa,09,US Representative,Republican,7338
Paul Conroy,Cuyahoga,10,US Representative,Libertarian,10623
Dennis Kucinich,Cuyahoga,10,US Representative,Democratic,157268
Jim Trakas,Cuyahoga,10,US Representative,Republican,107918
Marcia Fudge,Cuyahoga,11,US Representative,Democratic,212667
Eric Johnson,Cuyahoga,11,US Representative,Independent,23
Thomas Pekarek,Cuyahoga,11,US Representative,Republican,36708
Robert Reed,Cuyahoga,11,US Representative,Independent,0
Craig Willis,Cuyahoga,11,US Representative,Independent,144
Steven Linnabary,Delaware,12,US Representative,Libertarian,2663
Steven Linnabary,Franklin,12,US Representative,Libertarian,6480
Steven Linnabary,Licking,12,US Representative,Libertarian,1564
David Robinson,Delaware,12,US Representative,Democratic,24726
David Robinson,Franklin,12,US Representative,Democratic,111468
David Robinson,Licking,12,US Representative,Democratic,16040
Pat Tiberi,Delaware,12,US Representative,Republican,60785
Pat Tiberi,Franklin,12,US Representative,Republican,101698
Pat Tiberi,Licking,12,US Representative,Republican,34964
Robert Crow,Cuyahoga,13,US Representative,Independent,1
Robert Crow,Lorain,13,US Representative,Independent,0
Robert Crow,Medina,13,US Representative,Independent,8
Robert Crow,Summit,13,US Representative,Independent,28
David Potter,Cuyahoga,13,US Representative,Republican,23040
David Potter,Lorain,13,US Representative,Republican,32376
David Potter,Medina,13,US Representative,Republican,11168
David Potter,Summit,13,US Representative,Republican,38466
Betty Sutton,Cuyahoga,13,US Representative,Democratic,23723
Betty Sutton,Lorain,13,US Representative,Democratic,64895
Betty Sutton,Medina,13,US Representative,Democratic,14558
Betty Sutton,Summit,13,US Representative,Democratic,89417
Steven LaTourette,Ashtabula,14,US Representative,Republican,22912
Steven LaTourette,Cuyahoga,14,US Representative,Republican,15560
Steven LaTourette,Geauga,14,US Representative,Republican,30144
Steven LaTourette,Lake,14,US Representative,Republican,70561
Steven LaTourette,Portage,14,US Representative,Republican,9072
Steven LaTourette,Summit,14,US Representative,Republican,37993
Steven LaTourette,Trumbull,14,US Representative,Republican,2246
David Macko,Ashtabula,14,US Representative,Libertarian,1477
David Macko,Cuyahoga,14,US Representative,Libertarian,554
David Macko,Geauga,14,US Representative,Libertarian,1409
David Macko,Lake,14,US Representative,Libertarian,3051
David Macko,Portage,14,US Representative,Libertarian,589
David Macko,Summit,14,US Representative,Libertarian,2231
David Macko,Trumbull,14,US Representative,Libertarian,200
Bill O'Neill,Ashtabula,14,US Representative,Democratic,19356
Bill O'Neill,Cuyahoga,14,US Representative,Democratic,9978
Bill O'Neill,Geauga,14,US Representative,Democratic,16850
Bill O'Neill,Lake,14,US Representative,Democratic,41785
Bill O'Neill,Portage,14,US Representative,Democratic,5869
Bill O'Neill,Summit,14,US Representative,Democratic,29566
Bill O'Neill,Trumbull,14,US Representative,Democratic,1810
Travis Casper,Franklin,15,US Representative,Independent,6
Travis Casper,Madison,15,US Representative,Independent,0
Travis Casper,Union,15,US Representative,Independent,0
Don Eckhart,Franklin,15,US Representative,Independent,10928
Don Eckhart,Madison,15,US Representative,Independent,921
Don Eckhart,Union,15,US Representative,Independent,1066
Mary Jo Kilroy,Franklin,15,US Representative,Democratic,127519
Mary Jo Kilroy,Madison,15,US Representative,Democratic,5274
Mary Jo Kilroy,Union,15,US Representative,Democratic,6791
Mark Noble,Franklin,15,US Representative,Libertarian,12089
Mark Noble,Madison,15,US Representative,Libertarian,882
Mark Noble,Union,15,US Representative,Libertarian,1090
Steve Stivers,Franklin,15,US Representative,Republican,112669
Steve Stivers,Madison,15,US Representative,Republican,9737
Steve Stivers,Union,15,US Representative,Republican,14866
John Boccieri,Ashland,16,US Representative,Democratic,8952
John Boccieri,Medina,16,US Representative,Democratic,31168
John Boccieri,Stark,16,US Representative,Democratic,103980
John Boccieri,Wayne,16,US Representative,Democratic,24944
Kirk Schuring,Ashland,16,US Representative,Republican,9273
Kirk Schuring,Medina,16,US Representative,Republican,24736
Kirk Schuring,Stark,16,US Representative,Republican,77541
Kirk Schuring,Wayne,16,US Representative,Republican,24743
Duane Grassell,Mahoning,17,US Representative,Republican,8544
Duane Grassell,Portage,17,US Representative,Republican,16959
Duane Grassell,Summit,17,US Representative,Republican,16392
Duane Grassell,Trumbull,17,US Representative,Republican,19321
Tim Ryan,Mahoning,17,US Representative,Democratic,57942
Tim Ryan,Portage,17,US Representative,Democratic,39717
Tim Ryan,Summit,17,US Representative,Democratic,41099
Tim Ryan,Trumbull,17,US Representative,Democratic,80138
Fred Dailey,Athens,18,US Representative,Republican,1520
Fred Dailey,Belmont,18,US Representative,Republican,3036
Fred Dailey,Carroll,18,US Representative,Republican,5609
Fred Dailey,Coshocton,18,US Representative,Republican,6561
Fred Dailey,Guernsey,18,US Representative,Republican,6506
Fred Dailey,Harrison,18,US Representative,Republican,2635
Fred Dailey,Hocking,18,US Representative,Republican,4627
Fred Dailey,Holmes,18,US Representative,Republican,6409
Fred Dailey,Jackson,18,US Representative,Republican,5649
Fred Dailey,Knox,18,US Representative,Republican,14794
Fred Dailey,Licking,18,US Representative,Republican,11283
Fred Dailey,Morgan,18,US Representative,Republican,2548
Fred Dailey,Muskingum,18,US Representative,Republican,14132
Fred Dailey,Ross,18,US Representative,Republican,9803
Fred Dailey,Tuscarawas,18,US Representative,Republican,12707
Fred Dailey,Vinton,18,US Representative,Republican,2212
Zack Space,Athens,18,US Representative,Democratic,5352
Zack Space,Belmont,18,US Representative,Democratic,4343
Zack Space,Carroll,18,US Representative,Democratic,7781
Zack Space,Coshocton,18,US Representative,Democratic,9863
Zack Space,Guernsey,18,US Representative,Democratic,10177
Zack Space,Harrison,18,US Representative,Democratic,4975
Zack Space,Hocking,18,US Representative,Democratic,7565
Zack Space,Holmes,18,US Representative,Democratic,3829
Zack Space,Jackson,18,US Representative,Democratic,7645
Zack Space,Knox,18,US Representative,Democratic,12398
Zack Space,Licking,18,US Representative,Democratic,13757
Zack Space,Morgan,18,US Representative,Democratic,3764
Zack Space,Muskingum,18,US Representative,Democratic,23747
Zack Space,Ross,18,US Representative,Democratic,16170
Zack Space,Tuscarawas,18,US Representative,Democratic,29482
Zack Space,Vinton,18,US Representative,Democratic,3339
Jackie Brown,Erie,02,State Senate,Democratic,19268
Jackie Brown,Lucas,02,State Senate,Democratic,21957
Jackie Brown,Ottawa,02,State Senate,Democratic,7445
Jackie Brown,Wood,02,State Senate,Democratic,23709
Mark Wagoner,Erie,02,State Senate,Republican,19189
Mark Wagoner,Lucas,02,State Senate,Republican,44313
Mark Wagoner,Ottawa,02,State Senate,Republican,10036
Mark Wagoner,Wood,02,State Senate,Republican,35987
Kathryn Bridgman,Butler,04,State Senate,Democratic,60397
Gary Cates,Butler,04,State Senate,Republican,95137
John Doll,Montgomery,06,State Senate,Democratic,65216
Jon Husted,Montgomery,06,State Senate,Republican,103975
Daniel McCarthy,Hamilton,08,State Senate,Democratic,69425
William Seitz,Hamilton,08,State Senate,Republican,101944
Roger Tackett,Clark,10,State Senate,Democratic,28293
Roger Tackett,Greene,10,State Senate,Democratic,26630
Roger Tackett,Madison,10,State Senate,Democratic,5864
Chris Widener,Clark,10,State Senate,Republican,36997
Chris Widener,Greene,10,State Senate,Republican,51679
Chris Widener,Madison,10,State Senate,Republican,10832
Keith Faber,Allen,12,State Senate,Republican,31183
Keith Faber,Auglaize,12,State Senate,Republican,10524
Keith Faber,Champaign,12,State Senate,Republican,10042
Keith Faber,Darke,12,State Senate,Republican,11542
Keith Faber,Mercer,12,State Senate,Republican,15979
Keith Faber,Preble,12,State Senate,Republican,12673
Keith Faber,Shelby,12,State Senate,Republican,14694
Jack Kaffenberger,Allen,12,State Senate,Independent,1261
Jack Kaffenberger,Auglaize,12,State Senate,Independent,542
Jack Kaffenberger,Champaign,12,State Senate,Independent,1140
Jack Kaffenberger,Darke,12,State Senate,Independent,1234
Jack Kaffenberger,Mercer,12,State Senate,Independent,776
Jack Kaffenberger,Preble,12,State Senate,Independent,731
Jack Kaffenberger,Shelby,12,State Senate,Independent,1066
Thomas Matthew,Allen,12,State Senate,Democratic,15653
Thomas Matthew,Auglaize,12,State Senate,Democratic,4091
Thomas Matthew,Champaign,12,State Senate,Democratic,6117
Thomas Matthew,Darke,12,State Senate,Democratic,3617
Thomas Matthew,Mercer,12,State Senate,Democratic,4106
Thomas Matthew,Preble,12,State Senate,Democratic,6359
Thomas Matthew,Shelby,12,State Senate,Democratic,6330
Margaret Leech,Adams,14,State Senate,Libertarian,509
Margaret Leech,Brown,14,State Senate,Libertarian,1109
Margaret Leech,Clermont,14,State Senate,Libertarian,5330
Margaret Leech,Lawrence,14,State Senate,Libertarian,735
Margaret Leech,Scioto,14,State Senate,Libertarian,1648
Gregory Napolitano,Adams,14,State Senate,Democratic,3196
Gregory Napolitano,Brown,14,State Senate,Democratic,5835
Gregory Napolitano,Clermont,14,State Senate,Democratic,22957
Gregory Napolitano,Lawrence,14,State Senate,Democratic,5888
Gregory Napolitano,Scioto,14,State Senate,Democratic,14168
Tom Niehaus,Adams,14,State Senate,Republican,6811
Tom Niehaus,Brown,14,State Senate,Republican,12310
Tom Niehaus,Clermont,14,State Senate,Republican,61604
Tom Niehaus,Lawrence,14,State Senate,Republican,6028
Tom Niehaus,Scioto,14,State Senate,Republican,14555
Danielle Blue,Franklin,16,State Senate,Democratic,77070
Jim Hughes,Franklin,16,State Senate,Republican,106708
Timothy Grendell,Cuyahoga,18,State Senate,Republican,6945
Timothy Grendell,Geauga,18,State Senate,Republican,37658
Timothy Grendell,Lake,18,State Senate,Republican,80817
Timothy Kettler,Athens,20,State Senate,Green,2066
Timothy Kettler,Coshocton,20,State Senate,Green,1263
Timothy Kettler,Guernsey,20,State Senate,Green,881
Timothy Kettler,Meigs,20,State Senate,Green,331
Timothy Kettler,Monroe,20,State Senate,Green,246
Timothy Kettler,Morgan,20,State Senate,Green,260
Timothy Kettler,Muskingum,20,State Senate,Green,2097
Timothy Kettler,Noble,20,State Senate,Green,261
Timothy Kettler,Washington,20,State Senate,Green,1133
Rick Shriver,Athens,20,State Senate,Democratic,11801
Rick Shriver,Coshocton,20,State Senate,Democratic,6182
Rick Shriver,Guernsey,20,State Senate,Democratic,6484
Rick Shriver,Meigs,20,State Senate,Democratic,2938
Rick Shriver,Monroe,20,State Senate,Democratic,4128
Rick Shriver,Morgan,20,State Senate,Democratic,2555
Rick Shriver,Muskingum,20,State Senate,Democratic,14755
Rick Shriver,Noble,20,State Senate,Democratic,2434
Rick Shriver,Washington,20,State Senate,Democratic,10991
Jimmy Stewart,Athens,20,State Senate,Republican,14984
Jimmy Stewart,Coshocton,20,State Senate,Republican,8515
Jimmy Stewart,Guernsey,20,State Senate,Republican,8812
Jimmy Stewart,Meigs,20,State Senate,Republican,6846
Jimmy Stewart,Monroe,20,State Senate,Republican,2230
Jimmy Stewart,Morgan,20,State Senate,Republican,3706
Jimmy Stewart,Muskingum,20,State Senate,Republican,20124
Jimmy Stewart,Noble,20,State Senate,Republican,3054
Jimmy Stewart,Washington,20,State Senate,Republican,16393
Bob Gibbs,Ashland,22,State Senate,Republican,11063
Bob Gibbs,Holmes,22,State Senate,Republican,8302
Bob Gibbs,Medina,22,State Senate,Republican,42810
Bob Gibbs,Wayne,22,State Senate,Republican,27936
James Riley,Ashland,22,State Senate,Democratic,6376
James Riley,Holmes,22,State Senate,Democratic,2286
James Riley,Medina,22,State Senate,Democratic,34677
James Riley,Wayne,22,State Senate,Democratic,19165
Gary Kucinich,Cuyahoga,24,State Senate,Democratic,57839
Thomas Patton,Cuyahoga,24,State Senate,Republican,125159
Karen Gillmor,Crawford,26,State Senate,Republican,12221
Karen Gillmor,Logan,26,State Senate,Republican,14085
Karen Gillmor,Marion,26,State Senate,Republican,15297
Karen Gillmor,Ottawa,26,State Senate,Republican,2582
Karen Gillmor,Sandusky,26,State Senate,Republican,17965
Karen Gillmor,Seneca,26,State Senate,Republican,14662
Karen Gillmor,Union,26,State Senate,Republican,15065
Karen Gillmor,Wyandot,26,State Senate,Republican,7006
Thomas Kruse,Crawford,26,State Senate,Democratic,7429
Thomas Kruse,Logan,26,State Senate,Democratic,6822
Thomas Kruse,Marion,26,State Senate,Democratic,11651
Thomas Kruse,Ottawa,26,State Senate,Democratic,2004
Thomas Kruse,Sandusky,26,State Senate,Democratic,11207
Thomas Kruse,Seneca,26,State Senate,Democratic,7335
Thomas Kruse,Union,26,State Senate,Democratic,8161
Thomas Kruse,Wyandot,26,State Senate,Democratic,3373
James Carr,Portage,28,State Senate,Republican,26430
James Carr,Summit,28,State Senate,Republican,23634
Thomas Sawyer,Portage,28,State Senate,Democratic,44272
Thomas Sawyer,Summit,28,State Senate,Democratic,63896
Tim Ginter,Belmont,30,State Senate,Republican,10023
Tim Ginter,Columbiana,30,State Senate,Republican,20561
Tim Ginter,Harrison,30,State Senate,Republican,2869
Tim Ginter,Jefferson,30,State Senate,Republican,12735
Tim Ginter,Tuscarawas,30,State Senate,Republican,13573
Jason Wilson,Belmont,30,State Senate,Democratic,21575
Jason Wilson,Columbiana,30,State Senate,Democratic,26086
Jason Wilson,Harrison,30,State Senate,Democratic,4651
Jason Wilson,Jefferson,30,State Senate,Democratic,21625
Jason Wilson,Tuscarawas,30,State Senate,Democratic,18990
Capri Cafaro,Ashtabula,32,State Senate,Democratic,32211
Capri Cafaro,Trumbull,32,State Senate,Democratic,76962
